,p.val,fc,log2fc,auc.mat,log10p,species,significant
Pantoea.sp..IMH..r_03754.,NA,0,0,0.5,NA,Pantoea.sp..IMH..r_03754.,NA
Pantoea.sp...r_01649.,NA,0,0,0.5,NA,Pantoea.sp...r_01649.,NA
Pantoea.sp...r_01848.,NA,0,0,0.5,NA,Pantoea.sp...r_01848.,NA
Pantoea.wallisii..r_01653.,NA,0,0,0.5,NA,Pantoea.wallisii..r_01653.,NA
Papillibacter.cinnamivorans..r_07000.,NA,0,0,0.5,NA,Papillibacter.cinnamivorans..r_07000.,NA
Parabacteroides.chartae..r_01170.,NA,0,0,0.5,NA,Parabacteroides.chartae..r_01170.,NA
Parabacteroides.sp..Marseille.P3160..r_10480.,NA,0,0,0.5,NA,Parabacteroides.sp..Marseille.P3160..r_10480.,NA
Paraburkholderia.acidipaludis..r_01231.,NA,0,0,0.5,NA,Paraburkholderia.acidipaludis..r_01231.,NA
Paraburkholderia.aspalathi..r_02853.,NA,0,0,0.5,NA,Paraburkholderia.aspalathi..r_02853.,NA
Paraburkholderia.bannensis..r_01238.,NA,0,0,0.5,NA,Paraburkholderia.bannensis..r_01238.,NA
Paraburkholderia.caballeronis..r_06284.,NA,0,0,0.5,NA,Paraburkholderia.caballeronis..r_06284.,NA
Paraburkholderia.caledonica.bryophila..r_02841.,NA,0,0,0.5,NA,Paraburkholderia.caledonica.bryophila..r_02841.,NA
Paraburkholderia.caribensis..r_02636.,NA,0,0,0.5,NA,Paraburkholderia.caribensis..r_02636.,NA
Paraburkholderia.caryophylli..r_10812.,NA,0,0,0.5,NA,Paraburkholderia.caryophylli..r_10812.,NA
Paraburkholderia.diazotrophica..r_02639.,NA,0,0,0.5,NA,Paraburkholderia.diazotrophica..r_02639.,NA
Paraburkholderia.dilworthii..r_02842.,NA,0,0,0.5,NA,Paraburkholderia.dilworthii..r_02842.,NA
Paraburkholderia.ferrariae..r_01232.,NA,0,0,0.5,NA,Paraburkholderia.ferrariae..r_01232.,NA
Paraburkholderia.fungorum..r_02852.,NA,0,0,0.5,NA,Paraburkholderia.fungorum..r_02852.,NA
Paraburkholderia.fungorum..r_02855.,NA,0,0,0.5,NA,Paraburkholderia.fungorum..r_02855.,NA
Paraburkholderia.ginsengisoli..r_02854.,NA,0,0,0.5,NA,Paraburkholderia.ginsengisoli..r_02854.,NA
Paraburkholderia.ginsengiterrae..r_02851.,NA,0,0,0.5,NA,Paraburkholderia.ginsengiterrae..r_02851.,NA
Paraburkholderia.hospita.terrae..r_02637.,NA,0,0,0.5,NA,Paraburkholderia.hospita.terrae..r_02637.,NA
Paraburkholderia.kururiensis..r_03213.,NA,0,0,0.5,NA,Paraburkholderia.kururiensis..r_03213.,NA
Paraburkholderia.megapolitana..r_11172.,NA,0,0,0.5,NA,Paraburkholderia.megapolitana..r_11172.,NA
Paraburkholderia.mimosarum..r_01233.,NA,0,0,0.5,NA,Paraburkholderia.mimosarum..r_01233.,NA
Paraburkholderia.monticola..r_02835.,NA,0,0,0.5,NA,Paraburkholderia.monticola..r_02835.,NA
Paraburkholderia.nodosa.heleia..r_01234.,NA,0,0,0.5,NA,Paraburkholderia.nodosa.heleia..r_01234.,NA
Paraburkholderia.phenazinium..r_02838.,NA,0,0,0.5,NA,Paraburkholderia.phenazinium..r_02838.,NA
Paraburkholderia.phenazinium..r_02839.,NA,0,0,0.5,NA,Paraburkholderia.phenazinium..r_02839.,NA
Paraburkholderia.phenazinium..r_02840.,NA,0,0,0.5,NA,Paraburkholderia.phenazinium..r_02840.,NA
Paraburkholderia.phenoliruptrix..r_02844.,NA,0,0,0.5,NA,Paraburkholderia.phenoliruptrix..r_02844.,NA
Paraburkholderia.phymatum..r_02638.,NA,0,0,0.5,NA,Paraburkholderia.phymatum..r_02638.,NA
Paraburkholderia.phytofirmans..r_02850.,NA,0,0,0.5,NA,Paraburkholderia.phytofirmans..r_02850.,NA
Paraburkholderia.rhizoxinica..r_05416.,NA,0,0,0.5,NA,Paraburkholderia.rhizoxinica..r_05416.,NA
Paraburkholderia.ribeironis..r_02857.,NA,0,0,0.5,NA,Paraburkholderia.ribeironis..r_02857.,NA
Paraburkholderia.sacchari..r_01236.,NA,0,0,0.5,NA,Paraburkholderia.sacchari..r_01236.,NA
Paraburkholderia.sartisoli..r_11959.,NA,0,0,0.5,NA,Paraburkholderia.sartisoli..r_11959.,NA
Paraburkholderia.sp..SOS3..r_10512.,NA,0,0,0.5,NA,Paraburkholderia.sp..SOS3..r_10512.,NA
Paraburkholderia.sprentiae..r_02832.,NA,0,0,0.5,NA,Paraburkholderia.sprentiae..r_02832.,NA
Paraburkholderia.susongensis..r_02836.,NA,0,0,0.5,NA,Paraburkholderia.susongensis..r_02836.,NA
Paraburkholderia.symbiotica..r_11735.,NA,0,0,0.5,NA,Paraburkholderia.symbiotica..r_11735.,NA
Paraburkholderia.terricola.sediminicola..r_02847.,NA,0,0,0.5,NA,Paraburkholderia.terricola.sediminicola..r_02847.,NA
Paraburkholderia.tropica..r_01237.,NA,0,0,0.5,NA,Paraburkholderia.tropica..r_01237.,NA
Paraburkholderia.tuberum..r_02834.,NA,0,0,0.5,NA,Paraburkholderia.tuberum..r_02834.,NA
Paraburkholderia.xenovorans..r_02848.,NA,0,0,0.5,NA,Paraburkholderia.xenovorans..r_02848.,NA
Parachlamydia.acanthamoebae..r_04815.,NA,0,0,0.5,NA,Parachlamydia.acanthamoebae..r_04815.,NA
Parachlamydia.sp..C2..r_08221.,NA,0,0,0.5,NA,Parachlamydia.sp..C2..r_08221.,NA
Parachlamydiaceae.bacterium.HS.T3..r_07922.,NA,0,0,0.5,NA,Parachlamydiaceae.bacterium.HS.T3..r_07922.,NA
Paracoccus.alcaliphilus..r_10967.,NA,0,0,0.5,NA,Paracoccus.alcaliphilus..r_10967.,NA
Paracoccus.alkenifer..r_06356.,NA,0,0,0.5,NA,Paracoccus.alkenifer..r_06356.,NA
Paracoccus.aminophilus..r_08051.,NA,0,0,0.5,NA,Paracoccus.aminophilus..r_08051.,NA
Paracoccus.aminovorans..r_01904.,NA,0,0,0.5,NA,Paracoccus.aminovorans..r_01904.,NA
Paracoccus.aminovorans..r_01905.,NA,0,0,0.5,NA,Paracoccus.aminovorans..r_01905.,NA
Paracoccus.chinensis..r_11404.,NA,0,0,0.5,NA,Paracoccus.chinensis..r_11404.,NA
Paracoccus.contaminans..r_10583.,NA,0,0,0.5,NA,Paracoccus.contaminans..r_10583.,NA
Paracoccus.denitrificans..r_05395.,NA,0,0,0.5,NA,Paracoccus.denitrificans..r_05395.,NA
Paracoccus.halophilus..r_06250.,NA,0,0,0.5,NA,Paracoccus.halophilus..r_06250.,NA
Paracoccus.homiensis..r_11012.,NA,0,0,0.5,NA,Paracoccus.homiensis..r_11012.,NA
Paracoccus.isoporae..r_11591.,NA,0,0,0.5,NA,Paracoccus.isoporae..r_11591.,NA
Paracoccus.pantotrophus..r_05393.,NA,0,0,0.5,NA,Paracoccus.pantotrophus..r_05393.,NA
Paracoccus.saliphilus..r_11136.,NA,0,0,0.5,NA,Paracoccus.saliphilus..r_11136.,NA
Paracoccus.sanguinis..r_04704.,NA,0,0,0.5,NA,Paracoccus.sanguinis..r_04704.,NA
Paracoccus.solventivorans..r_06355.,NA,0,0,0.5,NA,Paracoccus.solventivorans..r_06355.,NA
Paracoccus.sp..228..r_02957.,NA,0,0,0.5,NA,Paracoccus.sp..228..r_02957.,NA
Paracoccus.sp..MKU1..r_05396.,NA,0,0,0.5,NA,Paracoccus.sp..MKU1..r_05396.,NA
Paracoccus.sp..PAMC.22219..r_02958.,NA,0,0,0.5,NA,Paracoccus.sp..PAMC.22219..r_02958.,NA
Paracoccus.sp..SCN.68.21..r_02959.,NA,0,0,0.5,NA,Paracoccus.sp..SCN.68.21..r_02959.,NA
Paracoccus.sp..SM22M.07..r_08482.,NA,0,0,0.5,NA,Paracoccus.sp..SM22M.07..r_08482.,NA
Paracoccus.sp...r_05392.,NA,0,0,0.5,NA,Paracoccus.sp...r_05392.,NA
Paracoccus.sp...r_06283.,NA,0,0,0.5,NA,Paracoccus.sp...r_06283.,NA
Paracoccus.species...m_13104.,NA,0,0,0.5,NA,Paracoccus.species...m_13104.,NA
Paracoccus.sphaerophysae..r_11789.,NA,0,0,0.5,NA,Paracoccus.sphaerophysae..r_11789.,NA
Paracoccus.tibetensis..r_10955.,NA,0,0,0.5,NA,Paracoccus.tibetensis..r_10955.,NA
Paracoccus.versutus.pantotrophus..r_05394.,NA,0,0,0.5,NA,Paracoccus.versutus.pantotrophus..r_05394.,NA
Paracoccus.yeei..r_04474.,NA,0,0,0.5,NA,Paracoccus.yeei..r_04474.,NA
Paracoccus.zeaxanthinifaciens..r_07762.,NA,0,0,0.5,NA,Paracoccus.zeaxanthinifaciens..r_07762.,NA
Parafilimonas.terrae..r_08369.,NA,0,0,0.5,NA,Parafilimonas.terrae..r_08369.,NA
Parageobacillus.caldoxylosilyticus..r_03294.,NA,0,0,0.5,NA,Parageobacillus.caldoxylosilyticus..r_03294.,NA
Parageobacillus.genomosp..1..r_03295.,NA,0,0,0.5,NA,Parageobacillus.genomosp..1..r_03295.,NA
Parageobacillus.thermantarcticus..r_02592.,NA,0,0,0.5,NA,Parageobacillus.thermantarcticus..r_02592.,NA
Parageobacillus.thermoglucosidasius..r_02591.,NA,0,0,0.5,NA,Parageobacillus.thermoglucosidasius..r_02591.,NA
Parageobacillus.toebii..r_03302.,NA,0,0,0.5,NA,Parageobacillus.toebii..r_03302.,NA
Paraglaciecola.arctica..r_11340.,NA,0,0,0.5,NA,Paraglaciecola.arctica..r_11340.,NA
Paraglaciecola.chathamensis.agarilytica..r_02525.,NA,0,0,0.5,NA,Paraglaciecola.chathamensis.agarilytica..r_02525.,NA
Paraglaciecola.hydrolytica..r_09712.,NA,0,0,0.5,NA,Paraglaciecola.hydrolytica..r_09712.,NA
Paraglaciecola.polaris..r_02527.,NA,0,0,0.5,NA,Paraglaciecola.polaris..r_02527.,NA
Paraglaciecola.psychrophila..r_02547.,NA,0,0,0.5,NA,Paraglaciecola.psychrophila..r_02547.,NA
Paraliobacillus.ryukyuensis..r_10670.,NA,0,0,0.5,NA,Paraliobacillus.ryukyuensis..r_10670.,NA
Paraliobacillus.sp..PM.2..r_08360.,NA,0,0,0.5,NA,Paraliobacillus.sp..PM.2..r_08360.,NA
Paramaledivibacter.caminithermalis..r_06786.,NA,0,0,0.5,NA,Paramaledivibacter.caminithermalis..r_06786.,NA
Paramesorhizobium.deserti..r_08419.,NA,0,0,0.5,NA,Paramesorhizobium.deserti..r_08419.,NA
Paraoerskovia.marina..r_02349.,NA,0,0,0.5,NA,Paraoerskovia.marina..r_02349.,NA
Parapedobacter.composti..r_11627.,NA,0,0,0.5,NA,Parapedobacter.composti..r_11627.,NA
Parapedobacter.indicus..r_08395.,NA,0,0,0.5,NA,Parapedobacter.indicus..r_08395.,NA
Parapedobacter.koreensis..r_10949.,NA,0,0,0.5,NA,Parapedobacter.koreensis..r_10949.,NA
Parapedobacter.luteus..r_11626.,NA,0,0,0.5,NA,Parapedobacter.luteus..r_11626.,NA
Pararheinheimera.texasensis..r_02429.,NA,0,0,0.5,NA,Pararheinheimera.texasensis..r_02429.,NA
Pararhizobium.antarcticum..r_05656.,NA,0,0,0.5,NA,Pararhizobium.antarcticum..r_05656.,NA
Pararhizobium.polonicum..r_04595.,NA,0,0,0.5,NA,Pararhizobium.polonicum..r_04595.,NA
Pararhodospirillum.photometricum..r_07196.,NA,0,0,0.5,NA,Pararhodospirillum.photometricum..r_07196.,NA
Parasaccharibacter.apium..r_04097.,NA,0,0,0.5,NA,Parasaccharibacter.apium..r_04097.,NA
Parasporobacterium.paucivorans..r_07001.,NA,0,0,0.5,NA,Parasporobacterium.paucivorans..r_07001.,NA
Parcubacteria.bacterium.C7867.001..r_08899.,NA,0,0,0.5,NA,Parcubacteria.bacterium.C7867.001..r_08899.,NA
Parcubacteria.bacterium.C7867.003..r_08900.,NA,0,0,0.5,NA,Parcubacteria.bacterium.C7867.003..r_08900.,NA
Parcubacteria.bacterium.C7867.004..r_08901.,NA,0,0,0.5,NA,Parcubacteria.bacterium.C7867.004..r_08901.,NA
Parcubacteria.bacterium.C7867.005..r_08902.,NA,0,0,0.5,NA,Parcubacteria.bacterium.C7867.005..r_08902.,NA
Parcubacteria.bacterium.C7867.006..r_08903.,NA,0,0,0.5,NA,Parcubacteria.bacterium.C7867.006..r_08903.,NA
Parcubacteria.bacterium.C7867.007..r_08904.,NA,0,0,0.5,NA,Parcubacteria.bacterium.C7867.007..r_08904.,NA
Parcubacteria.bacterium.C7867.008..r_08905.,NA,0,0,0.5,NA,Parcubacteria.bacterium.C7867.008..r_08905.,NA
Parcubacteria.bacterium.DG_74_1..r_09122.,NA,0,0,0.5,NA,Parcubacteria.bacterium.DG_74_1..r_09122.,NA
Parcubacteria.bacterium.DG_74_2..r_09123.,NA,0,0,0.5,NA,Parcubacteria.bacterium.DG_74_2..r_09123.,NA
Parcubacteria.bacterium.DG_74_3..r_09124.,NA,0,0,0.5,NA,Parcubacteria.bacterium.DG_74_3..r_09124.,NA
Parcubacteria.bacterium.GBS.2..r_08933.,NA,0,0,0.5,NA,Parcubacteria.bacterium.GBS.2..r_08933.,NA
Parcubacteria.bacterium.OLB19..r_08705.,NA,0,0,0.5,NA,Parcubacteria.bacterium.OLB19..r_08705.,NA
Parcubacteria.bacterium.RAAC4_OD1_1..r_08140.,NA,0,0,0.5,NA,Parcubacteria.bacterium.RAAC4_OD1_1..r_08140.,NA
Parcubacteria.bacterium.SG8_24..r_09125.,NA,0,0,0.5,NA,Parcubacteria.bacterium.SG8_24..r_09125.,NA
Parcubacteria.group.bacterium.CG1_02_37_13..r_09959.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.CG1_02_37_13..r_09959.,NA
Parcubacteria.group.bacterium.CG1_02_37_51..r_09960.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.CG1_02_37_51..r_09960.,NA
Parcubacteria.group.bacterium.CG1_02_39_15..r_09961.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.CG1_02_39_15..r_09961.,NA
Parcubacteria.group.bacterium.CG1_02_40_25..r_09962.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.CG1_02_40_25..r_09962.,NA
Parcubacteria.group.bacterium.CG1_02_40_82..r_09963.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.CG1_02_40_82..r_09963.,NA
Parcubacteria.group.bacterium.CG1_02_42_13..r_09966.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.CG1_02_42_13..r_09966.,NA
Parcubacteria.group.bacterium.CG1_02_44_31..r_09967.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.CG1_02_44_31..r_09967.,NA
Parcubacteria.group.bacterium.CG1_02_50_68..r_09968.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.CG1_02_50_68..r_09968.,NA
Parcubacteria.group.bacterium.CG1_02_58_44..r_09969.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.CG1_02_58_44..r_09969.,NA
Parcubacteria.group.bacterium.CG2_30_36_21..r_09970.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.CG2_30_36_21..r_09970.,NA
Parcubacteria.group.bacterium.CG2_30_36_38..r_09971.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.CG2_30_36_38..r_09971.,NA
Parcubacteria.group.bacterium.CG2_30_44_11..r_09972.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.CG2_30_44_11..r_09972.,NA
Parcubacteria.group.bacterium.CG2_30_48_51..r_09973.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.CG2_30_48_51..r_09973.,NA
Parcubacteria.group.bacterium.GW2011_GWA1_47_8..r_08743.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWA1_47_8..r_08743.,NA
Parcubacteria.group.bacterium.GW2011_GWA1_51_12..r_08744.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWA1_51_12..r_08744.,NA
Parcubacteria.group.bacterium.GW2011_GWA2_36_10..r_08745.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWA2_36_10..r_08745.,NA
Parcubacteria.group.bacterium.GW2011_GWA2_38_13..r_08746.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWA2_38_13..r_08746.,NA
Parcubacteria.group.bacterium.GW2011_GWA2_38_13b..r_08740.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWA2_38_13b..r_08740.,NA
Parcubacteria.group.bacterium.GW2011_GWA2_43_11..r_08747.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWA2_43_11..r_08747.,NA
Parcubacteria.group.bacterium.GW2011_GWA2_46_10..r_04893.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWA2_46_10..r_04893.,NA
Parcubacteria.group.bacterium.GW2011_GWA2_47_12..r_08748.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWA2_47_12..r_08748.,NA
Parcubacteria.group.bacterium.GW2011_GWA2_47_26..r_08750.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWA2_47_26..r_08750.,NA
Parcubacteria.group.bacterium.GW2011_GWA2_49_9..r_08751.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWA2_49_9..r_08751.,NA
Parcubacteria.group.bacterium.GW2011_GWB1_41_6..r_05002.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWB1_41_6..r_05002.,NA
Parcubacteria.group.bacterium.GW2011_GWB1_43_8..r_08754.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWB1_43_8..r_08754.,NA
Parcubacteria.group.bacterium.GW2011_GWD2_38_11..r_08756.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWD2_38_11..r_08756.,NA
Parcubacteria.group.bacterium.GW2011_GWD2_42_14..r_08757.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWD2_42_14..r_08757.,NA
Parcubacteria.group.bacterium.GW2011_GWF2_38_76..r_08759.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium.GW2011_GWF2_38_76..r_08759.,NA
Parcubacteria.group.bacterium..r_04846.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium..r_04846.,NA
Parcubacteria.group.bacterium..r_04988.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium..r_04988.,NA
Parcubacteria.group.bacterium..r_04992.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium..r_04992.,NA
Parcubacteria.group.bacterium..r_05000.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium..r_05000.,NA
Parcubacteria.group.bacterium..r_05017.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium..r_05017.,NA
Parcubacteria.group.bacterium..r_05018.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium..r_05018.,NA
Parcubacteria.group.bacterium..r_05022.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium..r_05022.,NA
Parcubacteria.group.bacterium..r_05030.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium..r_05030.,NA
Parcubacteria.group.bacterium..r_05869.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium..r_05869.,NA
Parcubacteria.group.bacterium..r_05870.,NA,0,0,0.5,NA,Parcubacteria.group.bacterium..r_05870.,NA
Parvibaculum.lavamentivorans..m_14359.,NA,0,0,0.5,NA,Parvibaculum.lavamentivorans..m_14359.,NA
Parvibaculum.lavamentivorans..r_11128.,NA,0,0,0.5,NA,Parvibaculum.lavamentivorans..r_11128.,NA
Parvimonas.sp..oral.taxon.393..r_04289.,NA,0,0,0.5,NA,Parvimonas.sp..oral.taxon.393..r_04289.,NA
Parvularcula.bermudensis..r_10889.,NA,0,0,0.5,NA,Parvularcula.bermudensis..r_10889.,NA
Parvularcula.oceani..r_07548.,NA,0,0,0.5,NA,Parvularcula.oceani..r_07548.,NA
Parvularcula.sp..BBD.1991.13..r_10176.,NA,0,0,0.5,NA,Parvularcula.sp..BBD.1991.13..r_10176.,NA
Pasteurella.dagmatis..r_03997.,NA,0,0,0.5,NA,Pasteurella.dagmatis..r_03997.,NA
Pasteurella.multocida..r_01615.,NA,0,0,0.5,NA,Pasteurella.multocida..r_01615.,NA
Pasteurella.multocida..r_03996.,NA,0,0,0.5,NA,Pasteurella.multocida..r_03996.,NA
Pasteurella.multocida..r_03998.,NA,0,0,0.5,NA,Pasteurella.multocida..r_03998.,NA
Pasteurella.skyensis..r_12193.,NA,0,0,0.5,NA,Pasteurella.skyensis..r_12193.,NA
Pasteurella.testudinis..r_07002.,NA,0,0,0.5,NA,Pasteurella.testudinis..r_07002.,NA
Pasteurellaceae.bacterium.15.036681..r_10501.,NA,0,0,0.5,NA,Pasteurellaceae.bacterium.15.036681..r_10501.,NA
Pasteurellaceae.sp...r_01838.,NA,0,0,0.5,NA,Pasteurellaceae.sp...r_01838.,NA
Pasteurellaceae.species...m_12801.,NA,0,0,0.5,NA,Pasteurellaceae.species...m_12801.,NA
Patulibacter.americanus..r_07003.,NA,0,0,0.5,NA,Patulibacter.americanus..r_07003.,NA
Patulibacter.minatonensis..r_12118.,NA,0,0,0.5,NA,Patulibacter.minatonensis..r_12118.,NA
Paucibacter.sp..KCTC.42545..r_09356.,NA,0,0,0.5,NA,Paucibacter.sp..KCTC.42545..r_09356.,NA
Paucisalibacillus.globulus..r_07004.,NA,0,0,0.5,NA,Paucisalibacillus.globulus..r_07004.,NA
Paucisalibacillus.sp..EB02..r_08001.,NA,0,0,0.5,NA,Paucisalibacillus.sp..EB02..r_08001.,NA
Pectobacterium.atrosepticum.carotovorum..r_01621.,NA,0,0,0.5,NA,Pectobacterium.atrosepticum.carotovorum..r_01621.,NA
Pectobacterium.betavasculorum..r_01623.,NA,0,0,0.5,NA,Pectobacterium.betavasculorum..r_01623.,NA
Pectobacterium.carotovorum..r_01624.,NA,0,0,0.5,NA,Pectobacterium.carotovorum..r_01624.,NA
Pectobacterium.carotovorum..r_01625.,NA,0,0,0.5,NA,Pectobacterium.carotovorum..r_01625.,NA
Pectobacterium.carotovorum..r_01626.,NA,0,0,0.5,NA,Pectobacterium.carotovorum..r_01626.,NA
Pectobacterium.parmentieri.wasabiae..r_01622.,NA,0,0,0.5,NA,Pectobacterium.parmentieri.wasabiae..r_01622.,NA
Pediococcus.argentinicus..r_11311.,NA,0,0,0.5,NA,Pediococcus.argentinicus..r_11311.,NA
Pediococcus.cellicola..r_10910.,NA,0,0,0.5,NA,Pediococcus.cellicola..r_10910.,NA
Pediococcus.claussenii..r_05945.,NA,0,0,0.5,NA,Pediococcus.claussenii..r_05945.,NA
Pediococcus.damnosus..r_04475.,NA,0,0,0.5,NA,Pediococcus.damnosus..r_04475.,NA
Pediococcus.ethanolidurans..r_06197.,NA,0,0,0.5,NA,Pediococcus.ethanolidurans..r_06197.,NA
Pediococcus.inopinatus..r_02621.,NA,0,0,0.5,NA,Pediococcus.inopinatus..r_02621.,NA
Pediococcus.parvulus..r_11435.,NA,0,0,0.5,NA,Pediococcus.parvulus..r_11435.,NA
Pediococcus.stilesii..r_10947.,NA,0,0,0.5,NA,Pediococcus.stilesii..r_10947.,NA
Pedobacter.africanus..r_08476.,NA,0,0,0.5,NA,Pedobacter.africanus..r_08476.,NA
Pedobacter.antarcticus..r_04156.,NA,0,0,0.5,NA,Pedobacter.antarcticus..r_04156.,NA
Pedobacter.arcticus..r_07353.,NA,0,0,0.5,NA,Pedobacter.arcticus..r_07353.,NA
Pedobacter.borealis.ginsenosidimutans..r_01547.,NA,0,0,0.5,NA,Pedobacter.borealis.ginsenosidimutans..r_01547.,NA
Pedobacter.caeni..r_06156.,NA,0,0,0.5,NA,Pedobacter.caeni..r_06156.,NA
Pedobacter.cryoconitis..r_04637.,NA,0,0,0.5,NA,Pedobacter.cryoconitis..r_04637.,NA
Pedobacter.glucosidilyticus..r_02357.,NA,0,0,0.5,NA,Pedobacter.glucosidilyticus..r_02357.,NA
Pedobacter.glucosidilyticus..r_02358.,NA,0,0,0.5,NA,Pedobacter.glucosidilyticus..r_02358.,NA
Pedobacter.hartonius..r_11179.,NA,0,0,0.5,NA,Pedobacter.hartonius..r_11179.,NA
Pedobacter.heparinus..r_06330.,NA,0,0,0.5,NA,Pedobacter.heparinus..r_06330.,NA
Pedobacter.insulae..r_11159.,NA,0,0,0.5,NA,Pedobacter.insulae..r_11159.,NA
Pedobacter.jeongneungensis..r_01549.,NA,0,0,0.5,NA,Pedobacter.jeongneungensis..r_01549.,NA
Pedobacter.kyungheensis.soli..r_01544.,NA,0,0,0.5,NA,Pedobacter.kyungheensis.soli..r_01544.,NA
Pedobacter.lusitanus..r_04636.,NA,0,0,0.5,NA,Pedobacter.lusitanus..r_04636.,NA
Pedobacter.luteus..r_11522.,NA,0,0,0.5,NA,Pedobacter.luteus..r_11522.,NA
Pedobacter.nyackensis..r_11296.,NA,0,0,0.5,NA,Pedobacter.nyackensis..r_11296.,NA
Pedobacter.oryzae..r_11271.,NA,0,0,0.5,NA,Pedobacter.oryzae..r_11271.,NA
Pedobacter.psychrophilus..r_10081.,NA,0,0,0.5,NA,Pedobacter.psychrophilus..r_10081.,NA
Pedobacter.rhizosphaerae..r_11068.,NA,0,0,0.5,NA,Pedobacter.rhizosphaerae..r_11068.,NA
Pedobacter.ruber..r_12208.,NA,0,0,0.5,NA,Pedobacter.ruber..r_12208.,NA
Pedobacter.sp..BAL39..r_11077.,NA,0,0,0.5,NA,Pedobacter.sp..BAL39..r_11077.,NA
Pedobacter.sp..BMA..r_08940.,NA,0,0,0.5,NA,Pedobacter.sp..BMA..r_08940.,NA
Pedobacter.sp..Hv1..r_09276.,NA,0,0,0.5,NA,Pedobacter.sp..Hv1..r_09276.,NA
Pedobacter.sp..Leaf176..r_05302.,NA,0,0,0.5,NA,Pedobacter.sp..Leaf176..r_05302.,NA
Pedobacter.sp..Leaf194..r_05303.,NA,0,0,0.5,NA,Pedobacter.sp..Leaf194..r_05303.,NA
Pedobacter.sp..Leaf216..r_01548.,NA,0,0,0.5,NA,Pedobacter.sp..Leaf216..r_01548.,NA
Pedobacter.sp..Leaf41..r_09213.,NA,0,0,0.5,NA,Pedobacter.sp..Leaf41..r_09213.,NA
Pedobacter.sp..PACM.27299..r_09180.,NA,0,0,0.5,NA,Pedobacter.sp..PACM.27299..r_09180.,NA
Pedobacter.sp..R20.19..r_07774.,NA,0,0,0.5,NA,Pedobacter.sp..R20.19..r_07774.,NA
Pedobacter.sp..V48..r_11367.,NA,0,0,0.5,NA,Pedobacter.sp..V48..r_11367.,NA
Pedobacter.sp..ok626..r_09339.,NA,0,0,0.5,NA,Pedobacter.sp..ok626..r_09339.,NA
Pedobacter.steynii..r_06157.,NA,0,0,0.5,NA,Pedobacter.steynii..r_06157.,NA
Pedobacter.steynii..r_06158.,NA,0,0,0.5,NA,Pedobacter.steynii..r_06158.,NA
Pedobacter.suwonensis..r_01545.,NA,0,0,0.5,NA,Pedobacter.suwonensis..r_01545.,NA
Pedobacter.terrae..r_01546.,NA,0,0,0.5,NA,Pedobacter.terrae..r_01546.,NA
Pedosphaera.parvula..r_10919.,NA,0,0,0.5,NA,Pedosphaera.parvula..r_10919.,NA
Pelagibaca.abyssi..r_07565.,NA,0,0,0.5,NA,Pelagibaca.abyssi..r_07565.,NA
Pelagibacteraceae.bacterium.GOM.A1..r_09088.,NA,0,0,0.5,NA,Pelagibacteraceae.bacterium.GOM.A1..r_09088.,NA
